con	motion	model	fwhm	avg_left	avg_right
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-7.2	0.1	0.135
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-8.4	0.093	0.117
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-3.6	0.355	0.225
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-4.8	0.288	0.204
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-6.0	0.245	0.185
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-7.2	0.214	0.165
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-8.4	0.192	0.148
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-3.6	-0.081	0.064
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-4.8	-0.022	0.073
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-6.0	0.022	0.081
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-7.2	0.054	0.082
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-8.4	0.074	0.079
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-3.6	0.074	0.091
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-4.8	0.072	0.084
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-6.0	0.071	0.079
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-7.2	0.068	0.075
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-8.4	0.065	0.072
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-3.6	0.125	0.098
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-4.8	0.118	0.106
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-6.0	0.118	0.118
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-7.2	0.117	0.129
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-8.4	0.115	0.133
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-3.6	0.353	0.411
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-4.8	0.325	0.355
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-6.0	0.3	0.312
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-7.2	0.276	0.279
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-8.4	0.251	0.253
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-3.6	-0.012	-0.01
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-4.8	-0.009	-0.006
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-6.0	-0.007	-0.002
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-7.2	-0.006	0.002
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-8.4	-0.005	0.004
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-3.6	0.026	-0.05
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-4.8	0.022	-0.034
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-6.0	0.017	-0.019
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-7.2	0.013	-0.007
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-8.4	0.009	0.003
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-3.6	-0.057	0.011
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-4.8	-0.047	0.014
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-6.0	-0.042	0.018
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-7.2	-0.038	0.021
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-8.4	-0.034	0.022
