con	motion	model	fwhm	avg_left	avg_right
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-6.0	0.726	0.612
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-7.2	0.573	0.489
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-8.4	0.471	0.414
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-3.6	0.301	0.284
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-4.8	0.193	0.19
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-6.0	0.137	0.14
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-7.2	0.104	0.11
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-8.4	0.084	0.091
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-3.6	1.073	1.027
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-4.8	0.693	0.682
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-6.0	0.501	0.499
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-7.2	0.391	0.391
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-8.4	0.32	0.322
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-3.6	1.001	0.9
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-4.8	0.643	0.594
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-6.0	0.45	0.43
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-7.2	0.336	0.333
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-8.4	0.263	0.272
