con	motion	model	fwhm	avg_left	avg_right
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-3.6	0.089	0.071
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-4.8	0.13	0.104
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-6.0	0.165	0.137
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-7.2	0.192	0.166
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-8.4	0.213	0.192
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-3.6	-0.006	0.041
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-4.8	-0.003	0.055
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-6.0	-0.004	0.072
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-7.2	-0.007	0.088
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-8.4	-0.009	0.101
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-3.6	0.044	0.009
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-4.8	0.051	0.008
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-6.0	0.049	0.005
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-7.2	0.041	-0.004
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-8.4	0.031	-0.017
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-3.6	0.168	0.164
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-4.8	0.18	0.215
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-6.0	0.186	0.26
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-7.2	0.191	0.291
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-8.4	0.197	0.308
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-3.6	0.012	-0.066
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-4.8	0.032	-0.066
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-6.0	0.055	-0.053
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-7.2	0.079	-0.033
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-8.4	0.1	-0.011
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-3.6	0.062	0.058
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-4.8	0.091	0.092
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-6.0	0.117	0.124
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-7.2	0.135	0.145
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-8.4	0.146	0.155
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-3.6	0.107	0.083
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-4.8	0.13	0.11
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-6.0	0.158	0.134
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-7.2	0.188	0.152
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-8.4	0.219	0.165
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-3.6	0.005	0.017
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-4.8	0.02	0.027
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-6.0	0.043	0.042
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-7.2	0.07	0.058
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-8.4	0.098	0.069
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-3.6	0.118	0.145
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-4.8	0.153	0.171
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-6.0	0.192	0.194
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-7.2	0.227	0.216
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-8.4	0.255	0.236
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-3.6	0.079	0.104
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-4.8	0.084	0.115
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-6.0	0.092	0.125
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-7.2	0.102	0.134
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-8.4	0.111	0.14
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-3.6	0.154	0.17
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-4.8	0.201	0.205
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-6.0	0.247	0.234
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-7.2	0.284	0.26
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-8.4	0.311	0.282
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-3.6	-0.021	0.023
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-4.8	-0.025	0.032
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-6.0	-0.023	0.039
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-7.2	-0.015	0.047
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-8.4	-0.002	0.056
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-3.6	-0.004	0.017
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-4.8	-0.001	0.018
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-6.0	0.007	0.016
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-7.2	0.02	0.017
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-8.4	0.036	0.02
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-3.6	-0.01	0.03
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-4.8	-0.017	0.044
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-6.0	-0.024	0.056
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-7.2	-0.028	0.063
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-8.4	-0.028	0.067
